Combined_Key	Country_Region	Population
Tuscola, Michigan, US	US	52245
Van Buren, Michigan, US	US	75677
Washtenaw, Michigan, US	US	367601
Wayne, Michigan, US	US	1749343
Wexford, Michigan, US	US	33631
Aitkin, Minnesota, US	US	15886
Anoka, Minnesota, US	US	356921
Becker, Minnesota, US	US	34423
Beltrami, Minnesota, US	US	47188
Benton, Minnesota, US	US	40889
Big Stone, Minnesota, US	US	4991
Blue Earth, Minnesota, US	US	67653
Brown, Minnesota, US	US	25008
Carlton, Minnesota, US	US	35871
Carver, Minnesota, US	US	105089
Cass, Minnesota, US	US	29779
Chippewa, Minnesota, US	US	11800
Chisago, Minnesota, US	US	56579
Clay, Minnesota, US	US	64222
Clearwater, Minnesota, US	US	8818
Cook, Minnesota, US	US	5463
Cottonwood, Minnesota, US	US	11196
Crow Wing, Minnesota, US	US	65055
Dakota, Minnesota, US	US	429021
Dodge, Minnesota, US	US	20934
Douglas, Minnesota, US	US	38141
Faribault, Minnesota, US	US	13653
Fillmore, Minnesota, US	US	21067
Freeborn, Minnesota, US	US	30281
Goodhue, Minnesota, US	US	46340
Grant, Minnesota, US	US	5972
Hennepin, Minnesota, US	US	1265843
Houston, Minnesota, US	US	18600
Hubbard, Minnesota, US	US	21491
Isanti, Minnesota, US	US	40596
Itasca, Minnesota, US	US	45130
Jackson, Minnesota, US	US	9846
Kanabec, Minnesota, US	US	16337
Kandiyohi, Minnesota, US	US	43199
Kittson, Minnesota, US	US	4298
Koochiching, Minnesota, US	US	12229
Lac qui Parle, Minnesota, US	US	6623
Lake, Minnesota, US	US	10641
Lake of the Woods, Minnesota, US	US	3740
Le Sueur, Minnesota, US	US	28887
Lincoln, Minnesota, US	US	5639
Lyon, Minnesota, US	US	25474
McLeod, Minnesota, US	US	35893
Mahnomen, Minnesota, US	US	5527
Marshall, Minnesota, US	US	9336
Martin, Minnesota, US	US	19683
Meeker, Minnesota, US	US	23222
Mille Lacs, Minnesota, US	US	26277
Morrison, Minnesota, US	US	33386
Mower, Minnesota, US	US	40062
Murray, Minnesota, US	US	8194
Nicollet, Minnesota, US	US	34274
Nobles, Minnesota, US	US	21629
Norman, Minnesota, US	US	6375
Olmsted, Minnesota, US	US	158293
Otter Tail, Minnesota, US	US	58746
Pennington, Minnesota, US	US	14119
Pine, Minnesota, US	US	29579
Pipestone, Minnesota, US	US	9126
Polk, Minnesota, US	US	31364
Pope, Minnesota, US	US	11249
Ramsey, Minnesota, US	US	550321
Red Lake, Minnesota, US	US	4055
Redwood, Minnesota, US	US	15170
Renville, Minnesota, US	US	14548
Rice, Minnesota, US	US	66972
Rock, Minnesota, US	US	9315
Roseau, Minnesota, US	US	15165
St. Louis, Minnesota, US	US	199070
Scott, Minnesota, US	US	149013
Sherburne, Minnesota, US	US	97238
Sibley, Minnesota, US	US	14865
Stearns, Minnesota, US	US	161075
Steele, Minnesota, US	US	36649
Stevens, Minnesota, US	US	9805
Swift, Minnesota, US	US	9266
Todd, Minnesota, US	US	24664
Traverse, Minnesota, US	US	3259
Wabasha, Minnesota, US	US	21627
Wadena, Minnesota, US	US	13682
Waseca, Minnesota, US	US	18612
Washington, Minnesota, US	US	262440
Watonwan, Minnesota, US	US	10897
Wilkin, Minnesota, US	US	6207
Winona, Minnesota, US	US	50484
Wright, Minnesota, US	US	138377
Yellow Medicine, Minnesota, US	US	9709
Adams, Mississippi, US	US	30693
Alcorn, Mississippi, US	US	36953
Amite, Mississippi, US	US	12297
Attala, Mississippi, US	US	18174
Benton, Mississippi, US	US	8259
Bolivar, Mississippi, US	US	30628
Calhoun, Mississippi, US	US	14361
Carroll, Mississippi, US	US	9947
Chickasaw, Mississippi, US	US	17103
Choctaw, Mississippi, US	US	8210
Claiborne, Mississippi, US	US	8988
Clarke, Mississippi, US	US	15541
Clay, Mississippi, US	US	19316
Coahoma, Mississippi, US	US	22124
Copiah, Mississippi, US	US	28065
Covington, Mississippi, US	US	18636
DeSoto, Mississippi, US	US	184945
Forrest, Mississippi, US	US	74897
Franklin, Mississippi, US	US	7713
George, Mississippi, US	US	24500
Greene, Mississippi, US	US	13586
Grenada, Mississippi, US	US	20758
Hancock, Mississippi, US	US	47632
Harrison, Mississippi, US	US	208080
Hinds, Mississippi, US	US	231840
Holmes, Mississippi, US	US	17010
Humphreys, Mississippi, US	US	8064
Issaquena, Mississippi, US	US	1327
Itawamba, Mississippi, US	US	23390
Jackson, Mississippi, US	US	143617
Jasper, Mississippi, US	US	16383
Jefferson, Mississippi, US	US	6990
Jefferson Davis, Mississippi, US	US	11128
Jones, Mississippi, US	US	68098
Kemper, Mississippi, US	US	9742
Lafayette, Mississippi, US	US	54019
Lamar, Mississippi, US	US	63343
Lauderdale, Mississippi, US	US	74125
Lawrence, Mississippi, US	US	12586
Leake, Mississippi, US	US	22786
Lee, Mississippi, US	US	85436
Leflore, Mississippi, US	US	28183
Lincoln, Mississippi, US	US	34153
Lowndes, Mississippi, US	US	58595
Madison, Mississippi, US	US	106272
Marion, Mississippi, US	US	24573
Marshall, Mississippi, US	US	35294
Monroe, Mississippi, US	US	35252
Montgomery, Mississippi, US	US	9775
Neshoba, Mississippi, US	US	29118
Newton, Mississippi, US	US	21018
Noxubee, Mississippi, US	US	10417
Oktibbeha, Mississippi, US	US	49587
Panola, Mississippi, US	US	34192
Pearl River, Mississippi, US	US	55535
Perry, Mississippi, US	US	11973
Pike, Mississippi, US	US	39288
Pontotoc, Mississippi, US	US	32174
Prentiss, Mississippi, US	US	25126
Quitman, Mississippi, US	US	6792
Rankin, Mississippi, US	US	155271
Scott, Mississippi, US	US	28124
Sharkey, Mississippi, US	US	4321
Simpson, Mississippi, US	US	26658
Smith, Mississippi, US	US	15916
Stone, Mississippi, US	US	18336
Sunflower, Mississippi, US	US	25110
Tallahatchie, Mississippi, US	US	13809
Tate, Mississippi, US	US	28321
Tippah, Mississippi, US	US	22015
Tishomingo, Mississippi, US	US	19383
Tunica, Mississippi, US	US	9632
Union, Mississippi, US	US	28815
Walthall, Mississippi, US	US	14286
Warren, Mississippi, US	US	45381
Washington, Mississippi, US	US	43909
Wayne, Mississippi, US	US	20183
Webster, Mississippi, US	US	9689
Wilkinson, Mississippi, US	US	8630
Winston, Mississippi, US	US	17955
Yalobusha, Mississippi, US	US	12108
Yazoo, Mississippi, US	US	29690
Adair, Missouri, US	US	25343
Andrew, Missouri, US	US	17712
Atchison, Missouri, US	US	5143
Audrain, Missouri, US	US	25388
Barry, Missouri, US	US	35789
Barton, Missouri, US	US	11754
Bates, Missouri, US	US	16172
Benton, Missouri, US	US	19443
Bollinger, Missouri, US	US	12133
Boone, Missouri, US	US	180463
Buchanan, Missouri, US	US	87364
Butler, Missouri, US	US	42478
Caldwell, Missouri, US	US	9020
Callaway, Missouri, US	US	44743
Camden, Missouri, US	US	46305
Cape Girardeau, Missouri, US	US	78871
Carroll, Missouri, US	US	8679
Carter, Missouri, US	US	5982
Cass, Missouri, US	US	105780
Cedar, Missouri, US	US	14349
Chariton, Missouri, US	US	7426
Christian, Missouri, US	US	88595
Clark, Missouri, US	US	6797
Clay, Missouri, US	US	249948
Clinton, Missouri, US	US	20387
Cole, Missouri, US	US	76745
Cooper, Missouri, US	US	17709
Crawford, Missouri, US	US	23920
Dade, Missouri, US	US	7561
Dallas, Missouri, US	US	16878
Daviess, Missouri, US	US	8278
DeKalb, Missouri, US	US	12547
Dent, Missouri, US	US	15573
Douglas, Missouri, US	US	13185
Dunklin, Missouri, US	US	29131
Franklin, Missouri, US	US	103967
Gasconade, Missouri, US	US	14706
Gentry, Missouri, US	US	6571
Greene, Missouri, US	US	293086
Grundy, Missouri, US	US	9850
Harrison, Missouri, US	US	8352
Henry, Missouri, US	US	21824
Hickory, Missouri, US	US	9544
Holt, Missouri, US	US	4403
Howard, Missouri, US	US	10001
Howell, Missouri, US	US	40117
Iron, Missouri, US	US	10125
Jackson, Missouri, US	US	703011
Jasper, Missouri, US	US	121328
Jefferson, Missouri, US	US	225081
Johnson, Missouri, US	US	54062
Knox, Missouri, US	US	3959
Laclede, Missouri, US	US	35723
Lafayette, Missouri, US	US	32708
Lawrence, Missouri, US	US	38355
Lewis, Missouri, US	US	9776
Lincoln, Missouri, US	US	59013
Linn, Missouri, US	US	11920
Livingston, Missouri, US	US	15227
McDonald, Missouri, US	US	22837
Macon, Missouri, US	US	15117
Madison, Missouri, US	US	12088
Maries, Missouri, US	US	8697
Marion, Missouri, US	US	28530
Mercer, Missouri, US	US	3617
Miller, Missouri, US	US	25619
Mississippi, Missouri, US	US	13180
Moniteau, Missouri, US	US	16132
Monroe, Missouri, US	US	8644
Montgomery, Missouri, US	US	11551
Morgan, Missouri, US	US	20627
New Madrid, Missouri, US	US	17076
Newton, Missouri, US	US	58236
Nodaway, Missouri, US	US	22092
Oregon, Missouri, US	US	10529
Osage, Missouri, US	US	13615
Ozark, Missouri, US	US	9174
Pemiscot, Missouri, US	US	15805
Perry, Missouri, US	US	19136
Pettis, Missouri, US	US	42339
Phelps, Missouri, US	US	44573
Pike, Missouri, US	US	18302
Platte, Missouri, US	US	104418
Polk, Missouri, US	US	32149
Pulaski, Missouri, US	US	52607
Putnam, Missouri, US	US	4696
Ralls, Missouri, US	US	10309
Randolph, Missouri, US	US	24748
Ray, Missouri, US	US	23018
Reynolds, Missouri, US	US	6270
Ripley, Missouri, US	US	13288
St. Charles, Missouri, US	US	402022
St. Clair, Missouri, US	US	9397
Ste. Genevieve, Missouri, US	US	17894
St. Francois, Missouri, US	US	67215
St. Louis, Missouri, US	US	994205
Saline, Missouri, US	US	22761
Schuyler, Missouri, US	US	4660
Scotland, Missouri, US	US	4902
Scott, Missouri, US	US	38280
Shannon, Missouri, US	US	8166
Shelby, Missouri, US	US	5930
Stoddard, Missouri, US	US	29025
Stone, Missouri, US	US	31952
Sullivan, Missouri, US	US	6089
Taney, Missouri, US	US	55928
Texas, Missouri, US	US	25398
Vernon, Missouri, US	US	20563
Warren, Missouri, US	US	35649
Washington, Missouri, US	US	24730
Wayne, Missouri, US	US	12873
Webster, Missouri, US	US	39592
Worth, Missouri, US	US	2013
Wright, Missouri, US	US	18289
St. Louis City, Missouri, US	US	300576
Beaverhead, Montana, US	US	9453
Big Horn, Montana, US	US	13319
Blaine, Montana, US	US	6681
Broadwater, Montana, US	US	6237
Carbon, Montana, US	US	10725
Carter, Montana, US	US	1252
Cascade, Montana, US	US	81366
Chouteau, Montana, US	US	5635
Custer, Montana, US	US	11402
Daniels, Montana, US	US	1690
Dawson, Montana, US	US	8613
Deer Lodge, Montana, US	US	9140
Fallon, Montana, US	US	2846
Fergus, Montana, US	US	11050
Flathead, Montana, US	US	103806
Gallatin, Montana, US	US	114434
Garfield, Montana, US	US	1258
Glacier, Montana, US	US	13753
Golden Valley, Montana, US	US	821
Granite, Montana, US	US	3379
Hill, Montana, US	US	16484
Jefferson, Montana, US	US	12221
Judith Basin, Montana, US	US	2007
Lake, Montana, US	US	30458
Lewis and Clark, Montana, US	US	69432
Liberty, Montana, US	US	2337
Lincoln, Montana, US	US	19980
McCone, Montana, US	US	1664
Madison, Montana, US	US	8600
Meagher, Montana, US	US	1862
Mineral, Montana, US	US	4397
Missoula, Montana, US	US	119600
Musselshell, Montana, US	US	4633
Park, Montana, US	US	16606
Petroleum, Montana, US	US	487
Phillips, Montana, US	US	3954
Pondera, Montana, US	US	5911
Powder River, Montana, US	US	1682
Powell, Montana, US	US	6890
Prairie, Montana, US	US	1077
Ravalli, Montana, US	US	43806
Richland, Montana, US	US	10803
Roosevelt, Montana, US	US	11004
Rosebud, Montana, US	US	8937
Sanders, Montana, US	US	12113
Sheridan, Montana, US	US	3309
Silver Bow, Montana, US	US	34915
Stillwater, Montana, US	US	9642
Sweet Grass, Montana, US	US	3737
Teton, Montana, US	US	6147
Toole, Montana, US	US	4736
Treasure, Montana, US	US	696
Valley, Montana, US	US	7396
Wheatland, Montana, US	US	2126
Wibaux, Montana, US	US	969
Yellowstone, Montana, US	US	161300
Adams, Nebraska, US	US	31363
Antelope, Nebraska, US	US	6298
Arthur, Nebraska, US	US	463
Banner, Nebraska, US	US	745
Blaine, Nebraska, US	US	465
Boone, Nebraska, US	US	5192
Box Butte, Nebraska, US	US	10783
Boyd, Nebraska, US	US	1919
Brown, Nebraska, US	US	2955
Buffalo, Nebraska, US	US	49659
Burt, Nebraska, US	US	6459
Butler, Nebraska, US	US	8016
Cass, Nebraska, US	US	26248
Cedar, Nebraska, US	US	8402
Chase, Nebraska, US	US	3924
Cherry, Nebraska, US	US	5689
Cheyenne, Nebraska, US	US	8910
Clay, Nebraska, US	US	6203
Colfax, Nebraska, US	US	10709
Cuming, Nebraska, US	US	8846
Custer, Nebraska, US	US	10777
Dakota, Nebraska, US	US	20026
Dawes, Nebraska, US	US	8589
Dawson, Nebraska, US	US	23595
Deuel, Nebraska, US	US	1794
Dixon, Nebraska, US	US	5636
Dodge, Nebraska, US	US	36565
Douglas, Nebraska, US	US	571327
Dundy, Nebraska, US	US	1693
Fillmore, Nebraska, US	US	5462
Franklin, Nebraska, US	US	2979
Frontier, Nebraska, US	US	2627
Furnas, Nebraska, US	US	4676
Gage, Nebraska, US	US	21513
Garden, Nebraska, US	US	1837
Garfield, Nebraska, US	US	1969
Gosper, Nebraska, US	US	1990
Grant, Nebraska, US	US	623
Greeley, Nebraska, US	US	2356
Hall, Nebraska, US	US	61353
Hamilton, Nebraska, US	US	9324
Harlan, Nebraska, US	US	3380
Hayes, Nebraska, US	US	922
Hitchcock, Nebraska, US	US	2762
Holt, Nebraska, US	US	10067
Hooker, Nebraska, US	US	682
Howard, Nebraska, US	US	6445
Jefferson, Nebraska, US	US	7046
Johnson, Nebraska, US	US	5071
Kearney, Nebraska, US	US	6495
Keith, Nebraska, US	US	8034
Keya Paha, Nebraska, US	US	806
Kimball, Nebraska, US	US	3632
Knox, Nebraska, US	US	8332
Lancaster, Nebraska, US	US	319090
Lincoln, Nebraska, US	US	34914
Logan, Nebraska, US	US	748
Loup, Nebraska, US	US	664
McPherson, Nebraska, US	US	494
Madison, Nebraska, US	US	35099
Merrick, Nebraska, US	US	7755
Morrill, Nebraska, US	US	4642
Nance, Nebraska, US	US	3519
Nemaha, Nebraska, US	US	6972
Nuckolls, Nebraska, US	US	4148
Otoe, Nebraska, US	US	16012
Pawnee, Nebraska, US	US	2613
Perkins, Nebraska, US	US	2891
Phelps, Nebraska, US	US	9034
Pierce, Nebraska, US	US	7148
Platte, Nebraska, US	US	33470
Polk, Nebraska, US	US	5213
Red Willow, Nebraska, US	US	10724
Richardson, Nebraska, US	US	7865
Rock, Nebraska, US	US	1357
Saline, Nebraska, US	US	14224
Sarpy, Nebraska, US	US	187196
Saunders, Nebraska, US	US	21578
Scotts Bluff, Nebraska, US	US	35618
Seward, Nebraska, US	US	17284
Sheridan, Nebraska, US	US	5246
Sherman, Nebraska, US	US	3001
Sioux, Nebraska, US	US	1166
Stanton, Nebraska, US	US	5920
Thayer, Nebraska, US	US	5003
Thomas, Nebraska, US	US	722
Thurston, Nebraska, US	US	7224
Valley, Nebraska, US	US	4158
Washington, Nebraska, US	US	20729
Wayne, Nebraska, US	US	9385
Webster, Nebraska, US	US	3487
Wheeler, Nebraska, US	US	783
York, Nebraska, US	US	13679
Churchill, Nevada, US	US	24909
Clark, Nevada, US	US	2266715
Douglas, Nevada, US	US	48905
Elko, Nevada, US	US	52778
Esmeralda, Nevada, US	US	873
Eureka, Nevada, US	US	2029
Humboldt, Nevada, US	US	16831
Lander, Nevada, US	US	5532
Lincoln, Nevada, US	US	5183
Lyon, Nevada, US	US	57510
Mineral, Nevada, US	US	4505
Nye, Nevada, US	US	46523
Pershing, Nevada, US	US	6725
Storey, Nevada, US	US	4123
Washoe, Nevada, US	US	471519
White Pine, Nevada, US	US	9580
Carson City, Nevada, US	US	55916
Belknap, New Hampshire, US	US	61303
Carroll, New Hampshire, US	US	48910
Cheshire, New Hampshire, US	US	76085
Coos, New Hampshire, US	US	31563
Grafton, New Hampshire, US	US	89886
Hillsborough, New Hampshire, US	US	417025
Merrimack, New Hampshire, US	US	151391
Rockingham, New Hampshire, US	US	309769
Strafford, New Hampshire, US	US	130633
Sullivan, New Hampshire, US	US	43146
Atlantic, New Jersey, US	US	263670
Bergen, New Jersey, US	US	932202
Burlington, New Jersey, US	US	445349
Camden, New Jersey, US	US	506471
Cape May, New Jersey, US	US	92039
Cumberland, New Jersey, US	US	149527
Essex, New Jersey, US	US	798975
Gloucester, New Jersey, US	US	291636
Hudson, New Jersey, US	US	672391
Hunterdon, New Jersey, US	US	124371
Mercer, New Jersey, US	US	367430
Middlesex, New Jersey, US	US	825062
Monmouth, New Jersey, US	US	618795
Morris, New Jersey, US	US	491845
Ocean, New Jersey, US	US	607186
Passaic, New Jersey, US	US	501826
Salem, New Jersey, US	US	62385
Somerset, New Jersey, US	US	328934
Sussex, New Jersey, US	US	140488
Union, New Jersey, US	US	556341
Warren, New Jersey, US	US	105267
Bernalillo, New Mexico, US	US	679121
Catron, New Mexico, US	US	3527
Chaves, New Mexico, US	US	64615
Cibola, New Mexico, US	US	26675
Colfax, New Mexico, US	US	11941
Curry, New Mexico, US	US	48954
De Baca, New Mexico, US	US	1748
Dona Ana, New Mexico, US	US	218195
Eddy, New Mexico, US	US	58460
Grant, New Mexico, US	US	26998
Guadalupe, New Mexico, US	US	4300
Harding, New Mexico, US	US	625
Hidalgo, New Mexico, US	US	4198
Lea, New Mexico, US	US	71070
Lincoln, New Mexico, US	US	19572
Los Alamos, New Mexico, US	US	19369
Luna, New Mexico, US	US	23709
McKinley, New Mexico, US	US	71367
Mora, New Mexico, US	US	4521
Otero, New Mexico, US	US	67490
Quay, New Mexico, US	US	8253
Rio Arriba, New Mexico, US	US	38921
Roosevelt, New Mexico, US	US	18500
Sandoval, New Mexico, US	US	146748
San Juan, New Mexico, US	US	123958
San Miguel, New Mexico, US	US	27277
Santa Fe, New Mexico, US	US	150358
Sierra, New Mexico, US	US	10791
Socorro, New Mexico, US	US	16637
Taos, New Mexico, US	US	32723
Torrance, New Mexico, US	US	15461
Union, New Mexico, US	US	4059
Valencia, New Mexico, US	US	76688
Albany, New York, US	US	305506
Allegany, New York, US	US	46091
Bronx, New York, US	US	1418207
Broome, New York, US	US	190488
Cattaraugus, New York, US	US	76117
Cayuga, New York, US	US	76576
Chautauqua, New York, US	US	126903
Chemung, New York, US	US	83456
Chenango, New York, US	US	47207
Clinton, New York, US	US	80485
Columbia, New York, US	US	59461
Cortland, New York, US	US	47581
Delaware, New York, US	US	44135
Dutchess, New York, US	US	294218
Erie, New York, US	US	918702
Essex, New York, US	US	36885
Franklin, New York, US	US	50022
Fulton, New York, US	US	53383
Genesee, New York, US	US	57280
Greene, New York, US	US	47188
Hamilton, New York, US	US	4416
Herkimer, New York, US	US	61319
Jefferson, New York, US	US	109834
Kings, New York, US	US	2559903
Lewis, New York, US	US	26296
Livingston, New York, US	US	62914
Madison, New York, US	US	70941
Monroe, New York, US	US	741770
Montgomery, New York, US	US	49221
Nassau, New York, US	US	1356924
New York, New York, US	US	1628706
Niagara, New York, US	US	209281
Oneida, New York, US	US	228671
Onondaga, New York, US	US	460528
Ontario, New York, US	US	109777
Orange, New York, US	US	384940
Orleans, New York, US	US	40352
Oswego, New York, US	US	117124
Otsego, New York, US	US	59493
Putnam, New York, US	US	98320
Queens, New York, US	US	2253858
Rensselaer, New York, US	US	158714
Richmond, New York, US	US	476143
Rockland, New York, US	US	325789
St. Lawrence, New York, US	US	107740
Saratoga, New York, US	US	229863
Schenectady, New York, US	US	155299
Schoharie, New York, US	US	30999
Schuyler, New York, US	US	17807
Seneca, New York, US	US	34016
Steuben, New York, US	US	95379
Suffolk, New York, US	US	1476601
Sullivan, New York, US	US	75432
Tioga, New York, US	US	48203
Tompkins, New York, US	US	102180
Ulster, New York, US	US	177573
Warren, New York, US	US	63944
Washington, New York, US	US	61204
Wayne, New York, US	US	89918
Westchester, New York, US	US	967506
Wyoming, New York, US	US	39859
Yates, New York, US	US	24913
Alamance, North Carolina, US	US	169509
Alexander, North Carolina, US	US	37497
Alleghany, North Carolina, US	US	11137
Anson, North Carolina, US	US	24446
Ashe, North Carolina, US	US	27203
Avery, North Carolina, US	US	17557
Beaufort, North Carolina, US	US	46994
Bertie, North Carolina, US	US	18947
Bladen, North Carolina, US	US	32722
Brunswick, North Carolina, US	US	142820
Buncombe, North Carolina, US	US	261191
Burke, North Carolina, US	US	90485
Cabarrus, North Carolina, US	US	216453
Caldwell, North Carolina, US	US	82178
Camden, North Carolina, US	US	10867
Carteret, North Carolina, US	US	69473
Caswell, North Carolina, US	US	22604
Catawba, North Carolina, US	US	159551
Chatham, North Carolina, US	US	74470
Cherokee, North Carolina, US	US	28612
Chowan, North Carolina, US	US	13943
Clay, North Carolina, US	US	11231
Cleveland, North Carolina, US	US	97947
Columbus, North Carolina, US	US	55508
Craven, North Carolina, US	US	102139
Cumberland, North Carolina, US	US	335509
Currituck, North Carolina, US	US	27763
Dare, North Carolina, US	US	37009
Davidson, North Carolina, US	US	167609
Davie, North Carolina, US	US	42846
Duplin, North Carolina, US	US	58741
Durham, North Carolina, US	US	321488
Edgecombe, North Carolina, US	US	51472
Forsyth, North Carolina, US	US	382295
Franklin, North Carolina, US	US	69685
Gaston, North Carolina, US	US	224529
Gates, North Carolina, US	US	11562
Graham, North Carolina, US	US	8441
Granville, North Carolina, US	US	60443
Greene, North Carolina, US	US	21069
Guilford, North Carolina, US	US	537174
Halifax, North Carolina, US	US	50010
Harnett, North Carolina, US	US	135976
Haywood, North Carolina, US	US	62317
Henderson, North Carolina, US	US	117417
Hertford, North Carolina, US	US	23677
Hoke, North Carolina, US	US	55234
Hyde, North Carolina, US	US	4937
Iredell, North Carolina, US	US	181806
Jackson, North Carolina, US	US	43938
Johnston, North Carolina, US	US	209339
Jones, North Carolina, US	US	9419
Lee, North Carolina, US	US	61779
Lenoir, North Carolina, US	US	55949
Lincoln, North Carolina, US	US	86111
McDowell, North Carolina, US	US	45756
Macon, North Carolina, US	US	35858
Madison, North Carolina, US	US	21755
Martin, North Carolina, US	US	22440
Mecklenburg, North Carolina, US	US	1110356
Mitchell, North Carolina, US	US	14964
Montgomery, North Carolina, US	US	27173
Moore, North Carolina, US	US	100880
Nash, North Carolina, US	US	94298
New Hanover, North Carolina, US	US	234473
Northampton, North Carolina, US	US	19483
Onslow, North Carolina, US	US	197938
Orange, North Carolina, US	US	148476
Pamlico, North Carolina, US	US	12726
Pasquotank, North Carolina, US	US	39824
Pender, North Carolina, US	US	63060
Perquimans, North Carolina, US	US	13463
Person, North Carolina, US	US	39490
Pitt, North Carolina, US	US	180742
Polk, North Carolina, US	US	20724
Randolph, North Carolina, US	US	143667
Richmond, North Carolina, US	US	44829
Robeson, North Carolina, US	US	130625
Rockingham, North Carolina, US	US	91010
Rowan, North Carolina, US	US	142088
Rutherford, North Carolina, US	US	67029
Sampson, North Carolina, US	US	63531
Scotland, North Carolina, US	US	34823
Stanly, North Carolina, US	US	62806
Stokes, North Carolina, US	US	45591
Surry, North Carolina, US	US	71783
Swain, North Carolina, US	US	14271
Transylvania, North Carolina, US	US	34385
Tyrrell, North Carolina, US	US	4016
Union, North Carolina, US	US	239859
Vance, North Carolina, US	US	44535
Wake, North Carolina, US	US	1111761
Warren, North Carolina, US	US	19731
Washington, North Carolina, US	US	11580
Watauga, North Carolina, US	US	56177
Wayne, North Carolina, US	US	123131
Wilkes, North Carolina, US	US	68412
Wilson, North Carolina, US	US	81801
Yadkin, North Carolina, US	US	37667
Yancey, North Carolina, US	US	18069
Adams, North Dakota, US	US	2216
Barnes, North Dakota, US	US	10415
Benson, North Dakota, US	US	6832
Billings, North Dakota, US	US	928
Bottineau, North Dakota, US	US	6282
Bowman, North Dakota, US	US	3024
Burke, North Dakota, US	US	2115
Burleigh, North Dakota, US	US	95626
Cass, North Dakota, US	US	181923
Cavalier, North Dakota, US	US	3762
Dickey, North Dakota, US	US	4872
Divide, North Dakota, US	US	2264
Dunn, North Dakota, US	US	4424
Eddy, North Dakota, US	US	2287
Emmons, North Dakota, US	US	3241
Foster, North Dakota, US	US	3210
Golden Valley, North Dakota, US	US	1761
Grand Forks, North Dakota, US	US	69451
Grant, North Dakota, US	US	2274
Griggs, North Dakota, US	US	2231
Hettinger, North Dakota, US	US	2499
Kidder, North Dakota, US	US	2480
LaMoure, North Dakota, US	US	4046
Logan, North Dakota, US	US	1850
McHenry, North Dakota, US	US	5745
McIntosh, North Dakota, US	US	2497
McKenzie, North Dakota, US	US	15024
McLean, North Dakota, US	US	9450
Mercer, North Dakota, US	US	8187
Morton, North Dakota, US	US	31364
Mountrail, North Dakota, US	US	10545
Nelson, North Dakota, US	US	2879
Oliver, North Dakota, US	US	1959
Pembina, North Dakota, US	US	6801
Pierce, North Dakota, US	US	3975
Ramsey, North Dakota, US	US	11519
Ransom, North Dakota, US	US	5218
Renville, North Dakota, US	US	2327
Richland, North Dakota, US	US	16177
Rolette, North Dakota, US	US	14176
Sargent, North Dakota, US	US	3898
Sheridan, North Dakota, US	US	1315
Sioux, North Dakota, US	US	4230
Slope, North Dakota, US	US	750
Stark, North Dakota, US	US	31489
Steele, North Dakota, US	US	1890
Stutsman, North Dakota, US	US	20704
Towner, North Dakota, US	US	2189
Traill, North Dakota, US	US	8036
Walsh, North Dakota, US	US	10641
Ward, North Dakota, US	US	67641
Wells, North Dakota, US	US	3834
Williams, North Dakota, US	US	37589
Adams, Ohio, US	US	27698
Allen, Ohio, US	US	102351
Ashland, Ohio, US	US	53484
Ashtabula, Ohio, US	US	97241
Athens, Ohio, US	US	65327
Auglaize, Ohio, US	US	45656
Belmont, Ohio, US	US	67006
Brown, Ohio, US	US	43432
Butler, Ohio, US	US	383134
Carroll, Ohio, US	US	26914
Champaign, Ohio, US	US	38885
Clark, Ohio, US	US	134083
Clermont, Ohio, US	US	206428
Clinton, Ohio, US	US	41968
Columbiana, Ohio, US	US	101883
Coshocton, Ohio, US	US	36600
Crawford, Ohio, US	US	41494
Cuyahoga, Ohio, US	US	1235072
Darke, Ohio, US	US	51113
Defiance, Ohio, US	US	38087
Delaware, Ohio, US	US	209177
Erie, Ohio, US	US	74266
Fairfield, Ohio, US	US	157574
Fayette, Ohio, US	US	28525
Franklin, Ohio, US	US	1316756
Fulton, Ohio, US	US	42126
Gallia, Ohio, US	US	29898
Geauga, Ohio, US	US	93649
Greene, Ohio, US	US	168937
Guernsey, Ohio, US	US	38875
Hamilton, Ohio, US	US	817473
Hancock, Ohio, US	US	75783
Hardin, Ohio, US	US	31365
Harrison, Ohio, US	US	15040
Henry, Ohio, US	US	27006
Highland, Ohio, US	US	43161
Hocking, Ohio, US	US	28264
Holmes, Ohio, US	US	43960
Huron, Ohio, US	US	58266
Jackson, Ohio, US	US	32413
Jefferson, Ohio, US	US	65325
Knox, Ohio, US	US	62322
Lake, Ohio, US	US	230149
Lawrence, Ohio, US	US	59463
Licking, Ohio, US	US	176862
Logan, Ohio, US	US	45672
Lorain, Ohio, US	US	309833
Lucas, Ohio, US	US	428348
Madison, Ohio, US	US	44731
Mahoning, Ohio, US	US	228683
Marion, Ohio, US	US	65093
Medina, Ohio, US	US	179746
Meigs, Ohio, US	US	22907
Mercer, Ohio, US	US	41172
Miami, Ohio, US	US	106987
Monroe, Ohio, US	US	13654
Montgomery, Ohio, US	US	531687
Morgan, Ohio, US	US	14508
Morrow, Ohio, US	US	35328
Muskingum, Ohio, US	US	86215
Noble, Ohio, US	US	14424
Ottawa, Ohio, US	US	40525
Paulding, Ohio, US	US	18672
Perry, Ohio, US	US	36134
Pickaway, Ohio, US	US	58457
Pike, Ohio, US	US	27772
Portage, Ohio, US	US	162466
